state,city,city_url,provider_urls_found,new_provider_urls_added,already_known_provider_urls,providers_scraped,duplicates_skipped,failed,status,notes
pennsylvania,ebensburg,/provider/pennsylvania/ebensburg/,2,2,,,,,success,
pennsylvania,east pittsburgh,/provider/pennsylvania/east-pittsburgh/,1,1,,,,,success,
pennsylvania,edwardsville,/provider/pennsylvania/edwardsville/,1,1,,,,,success,
pennsylvania,edinboro,/provider/pennsylvania/edinboro/,2,2,,,,,success,
pennsylvania,easton,/provider/pennsylvania/easton/,3,3,,,,,success,
pennsylvania,east smithfield,/provider/pennsylvania/east-smithfield/,1,1,,,,,success,
pennsylvania,east freedom,/provider/pennsylvania/east-freedom/,1,1,,,,,success,
pennsylvania,erie,/provider/pennsylvania/erie/,7,7,,,,,success,
pennsylvania,enola,/provider/pennsylvania/enola/,1,1,,,,,success,
pennsylvania,elizabethtown,/provider/pennsylvania/elizabethtown/,1,1,,,,,success,
pennsylvania,erdenheim,/provider/pennsylvania/erdenheim/,1,1,,,,,success,
pennsylvania,elysburg,/provider/pennsylvania/elysburg/,1,1,,,,,success,
pennsylvania,ellwood city,/provider/pennsylvania/ellwood-city/,3,3,,,,,success,
pennsylvania,elizabethville,/provider/pennsylvania/elizabethville/,1,1,,,,,success,
pennsylvania,ephrata,/provider/pennsylvania/ephrata/,4,4,,,,,success,
pennsylvania,exton,/provider/pennsylvania/exton/,6,6,,,,,success,
pennsylvania,everett,/provider/pennsylvania/everett/,1,1,,,,,success,
pennsylvania,essington,/provider/pennsylvania/essington/,1,1,,,,,success,
pennsylvania,feasterville,/provider/pennsylvania/feasterville/,1,1,,,,,success,
pennsylvania,feasterville trevose,/provider/pennsylvania/feasterville-trevose/,3,3,,,,,success,
pennsylvania,fairmount city,/provider/pennsylvania/fairmount-city/,,,,,,,success,
pennsylvania,evans city,/provider/pennsylvania/evans-city/,,,,,,,success,
pennsylvania,fairless hills,/provider/pennsylvania/fairless-hills/,1,1,,,,,success,
pennsylvania,folsom,/provider/pennsylvania/folsom/,2,2,,,,,success,
pennsylvania,fredericksburg,/provider/pennsylvania/fredericksburg/,,,,,,,success,
pennsylvania,flourtown,/provider/pennsylvania/flourtown/,1,1,,,,,success,
pennsylvania,frackville,/provider/pennsylvania/frackville/,,,,,,,success,
pennsylvania,franklin,/provider/pennsylvania/franklin/,1,1,,,,,success,
pennsylvania,forty fort,/provider/pennsylvania/forty-fort/,1,1,,,,,success,
pennsylvania,fountainville,/provider/pennsylvania/fountainville/,1,1,,,,,success,
pennsylvania,fishertown,/provider/pennsylvania/fishertown/,1,1,,,,,success,
pennsylvania,glenolden,/provider/pennsylvania/glenolden/,1,1,,,,,success,
pennsylvania,grampian,/provider/pennsylvania/grampian/,1,1,,,,,success,
pennsylvania,gibsonia,/provider/pennsylvania/gibsonia/,,,,,,,success,
pennsylvania,gettysburg,/provider/pennsylvania/gettysburg/,,,,,,,success,
pennsylvania,glen mills,/provider/pennsylvania/glen-mills/,1,1,,,,,success,
pennsylvania,great bend,/provider/pennsylvania/great-bend/,1,1,,,,,success,
pennsylvania,gratz,/provider/pennsylvania/gratz/,1,1,,,,,success,
pennsylvania,gilbertsville,/provider/pennsylvania/gilbertsville/,1,1,,,,,success,
pennsylvania,harleysville,/provider/pennsylvania/harleysville/,2,2,,,,,success,
pennsylvania,hanover,/provider/pennsylvania/hanover/,3,3,,,,,success,
pennsylvania,harrisburg,/provider/pennsylvania/harrisburg/,12,12,,,,,success,
pennsylvania,halifax,/provider/pennsylvania/halifax/,1,1,,,,,success,
pennsylvania,greencastle,/provider/pennsylvania/greencastle/,1,1,,,,,success,
pennsylvania,greensburg,/provider/pennsylvania/greensburg/,1,1,,,,,success,
pennsylvania,hamburg,/provider/pennsylvania/hamburg/,1,1,,,,,success,
pennsylvania,grove city,/provider/pennsylvania/grove-city/,1,1,,,,,success,
pennsylvania,hawley,/provider/pennsylvania/hawley/,3,3,,,,,success,
pennsylvania,havertown,/provider/pennsylvania/havertown/,4,4,,,,,success,
pennsylvania,hazleton,/provider/pennsylvania/hazleton/,8,8,,,,,success,
pennsylvania,herndon,/provider/pennsylvania/herndon/,,,,,,,success,
pennsylvania,hellertown,/provider/pennsylvania/hellertown/,1,1,,,,,success,
pennsylvania,hazle township,/provider/pennsylvania/hazle-township/,2,2,,,,,success,
pennsylvania,hermitage,/provider/pennsylvania/hermitage/,3,3,,,,,success,
pennsylvania,hatboro,/provider/pennsylvania/hatboro/,,,,,,,success,
pennsylvania,honesdale,/provider/pennsylvania/honesdale/,2,2,,,,,success,
pennsylvania,hershey,/provider/pennsylvania/hershey/,1,1,,,,,success,
pennsylvania,hickory,/provider/pennsylvania/hickory/,1,1,,,,,success,
pennsylvania,hyndman,/provider/pennsylvania/hyndman/,,,,,,,success,
pennsylvania,huntingdon valley,/provider/pennsylvania/huntingdon-valley/,2,2,,,,,success,
pennsylvania,hummelstown,/provider/pennsylvania/hummelstown/,,,,,,,success,
pennsylvania,hughesville,/provider/pennsylvania/hughesville/,1,1,,,,,success,
pennsylvania,huntingdon,/provider/pennsylvania/huntingdon/,1,1,,,,,success,
pennsylvania,indiana,/provider/pennsylvania/indiana/,4,4,,,,,success,
pennsylvania,jeannette,/provider/pennsylvania/jeannette/,1,1,,,,,success,
pennsylvania,jamison,/provider/pennsylvania/jamison/,,,,,,,success,
pennsylvania,irvona,/provider/pennsylvania/irvona/,1,1,,,,,success,
pennsylvania,jessup,/provider/pennsylvania/jessup/,1,1,,,,,success,
pennsylvania,jermyn,/provider/pennsylvania/jermyn/,1,1,,,,,success,
pennsylvania,jenkintown,/provider/pennsylvania/jenkintown/,2,2,,,,,success,
pennsylvania,irwin,/provider/pennsylvania/irwin/,2,2,,,,,success,
pennsylvania,johnstown,/provider/pennsylvania/johnstown/,3,3,,,,,success,
pennsylvania,kennett square,/provider/pennsylvania/kennett-square/,4,4,,,,,success,
pennsylvania,king of prussia,/provider/pennsylvania/king-of-prussia/,5,5,,,,,success,
pennsylvania,jim thorpe,/provider/pennsylvania/jim-thorpe/,1,1,,,,,success,
pennsylvania,kingston,/provider/pennsylvania/kingston/,1,1,,,,,success,
pennsylvania,johnsonburg,/provider/pennsylvania/johnsonburg/,1,1,,,,,success,
pennsylvania,kittanning,/provider/pennsylvania/kittanning/,3,3,,,,,success,
pennsylvania,kane,/provider/pennsylvania/kane/,1,1,,,,,success,
pennsylvania,lansdale,/provider/pennsylvania/lansdale/,6,6,,,,,success,
pennsylvania,lancaster,/provider/pennsylvania/lancaster/,12,12,,,,,success,
pennsylvania,lake ariel,/provider/pennsylvania/lake-ariel/,,,,,,,success,
pennsylvania,langhorne,/provider/pennsylvania/langhorne/,2,2,,,,,success,
pennsylvania,laporte,/provider/pennsylvania/laporte/,1,1,,,,,success,
pennsylvania,lake como,/provider/pennsylvania/lake-como/,,,,,,,success,
pennsylvania,kutztown,/provider/pennsylvania/kutztown/,1,1,,,,,success,
pennsylvania,kulpmont,/provider/pennsylvania/kulpmont/,,,,,,,success,
pennsylvania,leola,/provider/pennsylvania/leola/,1,1,,,,,success,
pennsylvania,levittown,/provider/pennsylvania/levittown/,1,1,,,,,success,
pennsylvania,lehighton,/provider/pennsylvania/lehighton/,1,1,,,,,success,
pennsylvania,lebanon,/provider/pennsylvania/lebanon/,4,4,,,,,success,
pennsylvania,latrobe,/provider/pennsylvania/latrobe/,3,3,,,,,success,
pennsylvania,laurys station,/provider/pennsylvania/laurys-station/,1,1,,,,,success,
pennsylvania,leechburg,/provider/pennsylvania/leechburg/,1,1,,,,,success,
pennsylvania,leeper,/provider/pennsylvania/leeper/,1,1,,,,,success,
pennsylvania,lititz,/provider/pennsylvania/lititz/,2,2,,,,,success,
pennsylvania,lewisberry,/provider/pennsylvania/lewisberry/,1,1,,,,,success,
pennsylvania,lower burrell,/provider/pennsylvania/lower-burrell/,1,1,,,,,success,
pennsylvania,lewistown,/provider/pennsylvania/lewistown/,1,1,,,,,success,
pennsylvania,ligonier,/provider/pennsylvania/ligonier/,1,1,,,,,success,
pennsylvania,lewisburg,/provider/pennsylvania/lewisburg/,3,3,,,,,success,
pennsylvania,lock haven,/provider/pennsylvania/lock-haven/,3,3,,,,,success,
pennsylvania,limerick,/provider/pennsylvania/limerick/,1,1,,,,,success,
pennsylvania,manchester,/provider/pennsylvania/manchester/,2,2,,,,,success,
pennsylvania,loyalhanna,/provider/pennsylvania/loyalhanna/,1,1,,,,,success,
pennsylvania,lykens,/provider/pennsylvania/lykens/,,,,,,,success,
pennsylvania,loysville,/provider/pennsylvania/loysville/,1,1,,,,,success,
pennsylvania,mahanoy city,/provider/pennsylvania/mahanoy-city/,1,1,,,,,success,
pennsylvania,macungie,/provider/pennsylvania/macungie/,3,3,,,,,success,
pennsylvania,malvern,/provider/pennsylvania/malvern/,1,1,,,,,success,
pennsylvania,mansfield,/provider/pennsylvania/mansfield/,1,1,,,,,success,
pennsylvania,mc kees rocks,/provider/pennsylvania/mc-kees-rocks/,,,,,,,success,
pennsylvania,marietta,/provider/pennsylvania/marietta/,1,1,,,,,success,
pennsylvania,marysville,/provider/pennsylvania/marysville/,,,,,,,success,
pennsylvania,mcconnellsburg,/provider/pennsylvania/mcconnellsburg/,,,,,,,success,
pennsylvania,mcdonald,/provider/pennsylvania/mcdonald/,1,1,,,,,success,
pennsylvania,mars,/provider/pennsylvania/mars/,3,3,,,,,success,
pennsylvania,marienville,/provider/pennsylvania/marienville/,1,1,,,,,success,
pennsylvania,mckees rocks,/provider/pennsylvania/mckees-rocks/,1,1,,,,,success,
pennsylvania,meshoppen,/provider/pennsylvania/meshoppen/,1,1,,,,,success,
pennsylvania,mechanicsburg,/provider/pennsylvania/mechanicsburg/,6,6,,,,,success,
pennsylvania,mcmurray,/provider/pennsylvania/mcmurray/,2,2,,,,,success,
pennsylvania,middleburg,/provider/pennsylvania/middleburg/,1,1,,,,,success,
pennsylvania,meadville,/provider/pennsylvania/meadville/,3,3,,,,,success,
pennsylvania,mercer,/provider/pennsylvania/mercer/,,,,,,,success,
pennsylvania,media,/provider/pennsylvania/media/,1,1,,,,,success,
pennsylvania,mifflinburg,/provider/pennsylvania/mifflinburg/,1,1,,,,,success,
pennsylvania,millersville,/provider/pennsylvania/millersville/,,,,,,,success,
pennsylvania,millersburg,/provider/pennsylvania/millersburg/,1,1,,,,,success,
pennsylvania,milton,/provider/pennsylvania/milton/,2,2,,,,,success,
pennsylvania,mifflintown,/provider/pennsylvania/mifflintown/,1,1,,,,,success,
pennsylvania,monongahela,/provider/pennsylvania/monongahela/,1,1,,,,,success,
pennsylvania,milford,/provider/pennsylvania/milford/,1,1,,,,,success,
pennsylvania,monaca,/provider/pennsylvania/monaca/,1,1,,,,,success,
pennsylvania,monroe township,/provider/pennsylvania/monroe-township/,1,1,,,,,success,
pennsylvania,monroeville,/provider/pennsylvania/monroeville/,5,5,,,,,success,
pennsylvania,moon township,/provider/pennsylvania/moon-township/,2,2,,,,,success,
pennsylvania,montoursville,/provider/pennsylvania/montoursville/,2,2,,,,,success,
pennsylvania,moscow,/provider/pennsylvania/moscow/,1,1,,,,,success,
pennsylvania,morrisville,/provider/pennsylvania/morrisville/,1,1,,,,,success,
pennsylvania,montgomeryville,/provider/pennsylvania/montgomeryville/,2,2,,,,,success,
pennsylvania,montrose,/provider/pennsylvania/montrose/,1,1,,,,,success,
pennsylvania,moosic,/provider/pennsylvania/moosic/,1,1,,,,,success,
pennsylvania,mount lebanon,/provider/pennsylvania/mount-lebanon/,2,2,,,,,success,
pennsylvania,mount joy,/provider/pennsylvania/mount-joy/,1,1,,,,,success,
pennsylvania,mount pleasant mills,/provider/pennsylvania/mount-pleasant-mills/,1,1,,,,,success,
pennsylvania,mount pleasant,/provider/pennsylvania/mount-pleasant/,1,1,,,,,success,
pennsylvania,mt morris,/provider/pennsylvania/mt-morris/,,,,,,,success,
pennsylvania,mountain top,/provider/pennsylvania/mountain-top/,2,2,,,,,success,
pennsylvania,mt holly springs,/provider/pennsylvania/mt-holly-springs/,1,1,,,,,success,
pennsylvania,mount pocono,/provider/pennsylvania/mount-pocono/,1,1,,,,,success,
pennsylvania,nazareth,/provider/pennsylvania/nazareth/,2,2,,,,,success,
pennsylvania,mt pleasant,/provider/pennsylvania/mt-pleasant/,1,1,,,,,success,
pennsylvania,muncy,/provider/pennsylvania/muncy/,2,2,,,,,success,
pennsylvania,narberth,/provider/pennsylvania/narberth/,1,1,,,,,success,
pennsylvania,nanticoke,/provider/pennsylvania/nanticoke/,,,,,,,success,
pennsylvania,myerstown,/provider/pennsylvania/myerstown/,1,1,,,,,success,
pennsylvania,natrona heights,/provider/pennsylvania/natrona-heights/,1,1,,,,,success,
pennsylvania,murrysville,/provider/pennsylvania/murrysville/,1,1,,,,,success,
pennsylvania,new castle,/provider/pennsylvania/new-castle/,4,4,,,,,success,
pennsylvania,new holland,/provider/pennsylvania/new-holland/,1,1,,,,,success,
pennsylvania,nesquehoning,/provider/pennsylvania/nesquehoning/,,,,,,,success,
pennsylvania,new oxford,/provider/pennsylvania/new-oxford/,1,1,,,,,success,
pennsylvania,new kensington,/provider/pennsylvania/new-kensington/,1,1,,,,,success,
pennsylvania,new brighton,/provider/pennsylvania/new-brighton/,2,2,,,,,success,
pennsylvania,new cumberland,/provider/pennsylvania/new-cumberland/,2,2,,,,,success,
pennsylvania,new alexandria,/provider/pennsylvania/new-alexandria/,,,,,,,success,
pennsylvania,norristown,/provider/pennsylvania/norristown/,5,5,,,,,success,
pennsylvania,newtown,/provider/pennsylvania/newtown/,5,5,,,,,success,
pennsylvania,newmanstown,/provider/pennsylvania/newmanstown/,,,,,,,success,
pennsylvania,new ringgold,/provider/pennsylvania/new-ringgold/,,,,,,,success,
pennsylvania,newville,/provider/pennsylvania/newville/,1,1,,,,,success,
pennsylvania,newtown square,/provider/pennsylvania/newtown-square/,2,2,,,,,success,
pennsylvania,new tripoli,/provider/pennsylvania/new-tripoli/,1,1,,,,,success,
pennsylvania,north versailles township,/provider/pennsylvania/north-versailles-township/,1,1,,,,,success,
pennsylvania,oakmont,/provider/pennsylvania/oakmont/,1,1,,,,,success,
pennsylvania,orwigsburg,/provider/pennsylvania/orwigsburg/,1,1,,,,,success,
pennsylvania,northampton,/provider/pennsylvania/northampton/,1,1,,,,,success,
pennsylvania,oaks,/provider/pennsylvania/oaks/,1,1,,,,,success,
pennsylvania,oley,/provider/pennsylvania/oley/,1,1,,,,,success,
pennsylvania,orefield,/provider/pennsylvania/orefield/,1,1,,,,,success,
pennsylvania,north wales,/provider/pennsylvania/north-wales/,1,1,,,,,success,
pennsylvania,olyphant,/provider/pennsylvania/olyphant/,1,1,,,,,success,
pennsylvania,oxford,/provider/pennsylvania/oxford/,1,1,,,,,success,
pennsylvania,philadelphia,/provider/pennsylvania/philadelphia/,41,41,,,,,success,
pennsylvania,pennsburg,/provider/pennsylvania/pennsburg/,1,1,,,,,success,
pennsylvania,paoli,/provider/pennsylvania/paoli/,1,1,,,,,success,
pennsylvania,pennsdale,/provider/pennsylvania/pennsdale/,1,1,,,,,success,
pennsylvania,parkesburg,/provider/pennsylvania/parkesburg/,2,2,,,,,success,
pennsylvania,peckville,/provider/pennsylvania/peckville/,1,1,,,,,success,
pennsylvania,palmerton,/provider/pennsylvania/palmerton/,1,1,,,,,success,
pennsylvania,pittsburgh,/provider/pennsylvania/pittsburgh/,29,29,,,,,success,
pennsylvania,philipsburg,/provider/pennsylvania/philipsburg/,1,1,,,,,success,
pennsylvania,plymouth meeting,/provider/pennsylvania/plymouth-meeting/,2,2,,,,,success,
pennsylvania,port matilda,/provider/pennsylvania/port-matilda/,,,,,,,success,
pennsylvania,pine grove,/provider/pennsylvania/pine-grove/,,,,,,,success,
pennsylvania,phoenixville,/provider/pennsylvania/phoenixville/,1,1,,,,,success,
pennsylvania,pocono summit,/provider/pennsylvania/pocono-summit/,1,1,,,,,success,
pennsylvania,pittston,/provider/pennsylvania/pittston/,1,1,,,,,success,
pennsylvania,pottstown,/provider/pennsylvania/pottstown/,2,2,,,,,success,
pennsylvania,quakertown,/provider/pennsylvania/quakertown/,2,2,,,,,success,
pennsylvania,reading,/provider/pennsylvania/reading/,6,6,,,,,success,
pennsylvania,reinholds,/provider/pennsylvania/reinholds/,1,1,,,,,success,
pennsylvania,pottsville,/provider/pennsylvania/pottsville/,3,3,,,,,success,
pennsylvania,reedsville,/provider/pennsylvania/reedsville/,,,,,,,success,
pennsylvania,quarryville,/provider/pennsylvania/quarryville/,1,1,,,,,success,
pennsylvania,punxsutawney,/provider/pennsylvania/punxsutawney/,3,3,,,,,success,
pennsylvania,rockledge,/provider/pennsylvania/rockledge/,1,1,,,,,success,
pennsylvania,ronks,/provider/pennsylvania/ronks/,1,1,,,,,success,
pennsylvania,roaring spring,/provider/pennsylvania/roaring-spring/,1,1,,,,,success,
pennsylvania,ringtown,/provider/pennsylvania/ringtown/,1,1,,,,,success,
pennsylvania,ridgway,/provider/pennsylvania/ridgway/,1,1,,,,,success,
pennsylvania,robinson township,/provider/pennsylvania/robinson-township/,1,1,,,,,success,
pennsylvania,richboro,/provider/pennsylvania/richboro/,2,2,,,,,success,
pennsylvania,richland,/provider/pennsylvania/richland/,1,1,,,,,success,
pennsylvania,schaefferstown,/provider/pennsylvania/schaefferstown/,1,1,,,,,success,
pennsylvania,schnecksville,/provider/pennsylvania/schnecksville/,1,1,,,,,success,
pennsylvania,saltsburg,/provider/pennsylvania/saltsburg/,1,1,,,,,success,
pennsylvania,rosemont,/provider/pennsylvania/rosemont/,1,1,,,,,success,
pennsylvania,sayre,/provider/pennsylvania/sayre/,1,1,,,,,success,
pennsylvania,saxton,/provider/pennsylvania/saxton/,1,1,,,,,success,
pennsylvania,sandy lake,/provider/pennsylvania/sandy-lake/,1,1,,,,,success,
pennsylvania,sarver,/provider/pennsylvania/sarver/,2,2,,,,,success,
pennsylvania,scranton,/provider/pennsylvania/scranton/,13,13,,,,,success,
pennsylvania,selinsgrove,/provider/pennsylvania/selinsgrove/,2,2,,,,,success,
pennsylvania,shamokin,/provider/pennsylvania/shamokin/,2,2,,,,,success,
pennsylvania,shamokin dam,/provider/pennsylvania/shamokin-dam/,1,1,,,,,success,
pennsylvania,shermans dale,/provider/pennsylvania/shermans-dale/,1,1,,,,,success,
pennsylvania,seneca,/provider/pennsylvania/seneca/,2,2,,,,,success,
pennsylvania,sellersville,/provider/pennsylvania/sellersville/,2,2,,,,,success,
pennsylvania,sewickley,/provider/pennsylvania/sewickley/,1,1,,,,,success,
pennsylvania,shickshinny,/provider/pennsylvania/shickshinny/,1,1,,,,,success,
pennsylvania,shippensburg,/provider/pennsylvania/shippensburg/,2,2,,,,,success,
pennsylvania,smethport,/provider/pennsylvania/smethport/,1,1,,,,,success,
pennsylvania,shinglehouse,/provider/pennsylvania/shinglehouse/,,,,,,,success,
pennsylvania,smithfield,/provider/pennsylvania/smithfield/,1,1,,,,,success,
pennsylvania,sinking spring,/provider/pennsylvania/sinking-spring/,1,1,,,,,success,
pennsylvania,slippery rock,/provider/pennsylvania/slippery-rock/,1,1,,,,,success,
pennsylvania,silverdale,/provider/pennsylvania/silverdale/,1,1,,,,,success,
pennsylvania,state college,/provider/pennsylvania/state-college/,6,6,,,,,success,
pennsylvania,springfield,/provider/pennsylvania/springfield/,5,5,,,,,success,
pennsylvania,south abington twp,/provider/pennsylvania/south-abington-twp/,1,1,,,,,success,
pennsylvania,spring grove,/provider/pennsylvania/spring-grove/,1,1,,,,,success,
pennsylvania,spartansburg,/provider/pennsylvania/spartansburg/,,,,,,,success,
pennsylvania,st marys,/provider/pennsylvania/st-marys/,2,2,,,,,success,
pennsylvania,st davids,/provider/pennsylvania/st-davids/,1,1,,,,,success,
pennsylvania,somerset,/provider/pennsylvania/somerset/,4,4,,,,,success,
pennsylvania,stroudsburg,/provider/pennsylvania/stroudsburg/,4,4,,,,,success,
pennsylvania,strasburg,/provider/pennsylvania/strasburg/,1,1,,,,,success,
pennsylvania,strausstown,/provider/pennsylvania/strausstown/,1,1,,,,,success,
pennsylvania,susquehanna,/provider/pennsylvania/susquehanna/,1,1,,,,,success,
pennsylvania,sunbury,/provider/pennsylvania/sunbury/,3,3,,,,,success,
pennsylvania,steelton,/provider/pennsylvania/steelton/,2,2,,,,,success,
pennsylvania,stoystown,/provider/pennsylvania/stoystown/,1,1,,,,,success,
pennsylvania,tamaqua,/provider/pennsylvania/tamaqua/,1,1,,,,,success,
pennsylvania,titusville,/provider/pennsylvania/titusville/,2,2,,,,,success,
pennsylvania,tobyhanna,/provider/pennsylvania/tobyhanna/,1,1,,,,,success,
pennsylvania,tonawanda,/provider/pennsylvania/tonawanda/,1,1,,,,,success,
pennsylvania,thorndale,/provider/pennsylvania/thorndale/,2,2,,,,,success,
pennsylvania,topton,/provider/pennsylvania/topton/,1,1,,,,,success,
pennsylvania,tannersville,/provider/pennsylvania/tannersville/,1,1,,,,,success,
pennsylvania,tarentum,/provider/pennsylvania/tarentum/,2,2,,,,,success,
pennsylvania,taylor,/provider/pennsylvania/taylor/,1,1,,,,,success,
pennsylvania,tunkhannock,/provider/pennsylvania/tunkhannock/,4,4,,,,,success,
pennsylvania,uniontown,/provider/pennsylvania/uniontown/,4,4,,,,,success,
pennsylvania,verona,/provider/pennsylvania/verona/,1,1,,,,,success,
pennsylvania,troy,/provider/pennsylvania/troy/,1,1,,,,,success,
pennsylvania,union city,/provider/pennsylvania/union-city/,1,1,,,,,success,
pennsylvania,towanda,/provider/pennsylvania/towanda/,4,4,,,,,success,
pennsylvania,tyrone,/provider/pennsylvania/tyrone/,1,1,,,,,success,
pennsylvania,valley view,/provider/pennsylvania/valley-view/,1,1,,,,,success,
pennsylvania,washington,/provider/pennsylvania/washington/,4,4,,,,,success,
pennsylvania,warren,/provider/pennsylvania/warren/,2,2,,,,,success,
pennsylvania,warrington,/provider/pennsylvania/warrington/,3,3,,,,,success,
pennsylvania,watsontown,/provider/pennsylvania/watsontown/,1,1,,,,,success,
pennsylvania,villanova,/provider/pennsylvania/villanova/,1,1,,,,,success,
pennsylvania,walnutport,/provider/pennsylvania/walnutport/,2,2,,,,,success,
pennsylvania,waterford,/provider/pennsylvania/waterford/,1,1,,,,,success,
pennsylvania,warminster,/provider/pennsylvania/warminster/,3,3,,,,,success,
pennsylvania,wexford,/provider/pennsylvania/wexford/,7,7,,,,,success,
pennsylvania,west chester,/provider/pennsylvania/west-chester/,6,6,,,,,success,
pennsylvania,wellsboro,/provider/pennsylvania/wellsboro/,3,3,,,,,success,
pennsylvania,westfield,/provider/pennsylvania/westfield/,,,,,,,success,
pennsylvania,waymart,/provider/pennsylvania/waymart/,1,1,,,,,success,
pennsylvania,waynesburg,/provider/pennsylvania/waynesburg/,2,2,,,,,success,
pennsylvania,waynesboro,/provider/pennsylvania/waynesboro/,1,1,,,,,success,
pennsylvania,west reading,/provider/pennsylvania/west-reading/,1,1,,,,,success,
pennsylvania,wilkes barre,/provider/pennsylvania/wilkes-barre/,4,4,,,,,success,
pennsylvania,williamsport,/provider/pennsylvania/williamsport/,7,7,,,,,success,
pennsylvania,whitehall,/provider/pennsylvania/whitehall/,1,1,,,,,success,
pennsylvania,wynnewood,/provider/pennsylvania/wynnewood/,1,1,,,,,success,
pennsylvania,wyalusing,/provider/pennsylvania/wyalusing/,,,,,,,success,
pennsylvania,willow street,/provider/pennsylvania/willow-street/,,,,,,,success,
pennsylvania,wind gap,/provider/pennsylvania/wind-gap/,2,2,,,,,success,
pennsylvania,willow grove,/provider/pennsylvania/willow-grove/,3,3,,,,,success,
rhode-island,coventry,/provider/rhode-island/coventry/,1,1,,,,,success,
pennsylvania,york,/provider/pennsylvania/york/,9,9,,,,,success,
rhode-island,cranston,/provider/rhode-island/cranston/,1,1,,,,,success,
rhode-island,bristol,/provider/rhode-island/bristol/,1,1,,,,,success,
pennsylvania,wyomissing,/provider/pennsylvania/wyomissing/,3,3,,,,,success,
rhode-island,cumberland,/provider/rhode-island/cumberland/,1,1,,,,,success,
rhode-island,johnston,/provider/rhode-island/johnston/,1,1,,,,,success,
rhode-island,east greenwich,/provider/rhode-island/east-greenwich/,3,3,,,,,success,
rhode-island,providence,/provider/rhode-island/providence/,6,6,,,,,success,
rhode-island,north providence,/provider/rhode-island/north-providence/,3,3,,,,,success,
rhode-island,tiverton,/provider/rhode-island/tiverton/,1,1,,,,,success,
rhode-island,narragansett,/provider/rhode-island/narragansett/,1,1,,,,,success,
rhode-island,scituate,/provider/rhode-island/scituate/,1,1,,,,,success,
rhode-island,north smithfield,/provider/rhode-island/north-smithfield/,1,1,,,,,success,
rhode-island,north scituate,/provider/rhode-island/north-scituate/,1,1,,,,,success,
rhode-island,pawtucket,/provider/rhode-island/pawtucket/,2,2,,,,,success,
south-carolina,anderson,/provider/south-carolina/anderson/,7,7,,,,,success,
south-carolina,aiken,/provider/south-carolina/aiken/,6,6,,,,,success,
rhode-island,woonsocket,/provider/rhode-island/woonsocket/,3,3,,,,,success,
